VentaCodigo,FechaVenta,ClienteCodigo,ProductoCodigo,VendedorCodigo,SucursalCodigo,Canal,Cantidad,PrecioUnitario,CostoUnitario
VTA001892,2025-02-27,CLI0090,PROD0035,VEN001,SUC005,Web,4,733300,444100
VTA001893,2026-02-01,CLI0056,PROD0042,VEN003,SUC007,Presencial,7,396300,280500
VTA001894,2026-07-08,CLI0005,PROD0008,VEN010,SUC003,Presencial,7,670800,383000
VTA001895,2026-02-04,CLI0050,PROD0050,VEN016,SUC003,Presencial,10,255100,200800
VTA001896,2025-04-03,CLI0027,PROD0018,VEN002,SUC004,Telefónico,1,208600,151200
VTA001897,2026-02-23,CLI0080,PROD0035,VEN012,SUC007,Telefónico,12,683800,455200
VTA001898,2025-01-31,CLI0043,PROD0043,VEN009,SUC006,Presencial,4,453300,361300
VTA001899,2025-09-18,CLI0062,PROD0010,VEN010,SUC006,Presencial,2,342200,229300
VTA001900,2025-06-07,CLI0078,PROD0028,VEN013,SUC001,Web,8,443800,270400
VTA001901,2026-01-21,CLI0068,PROD0044,VEN020,SUC007,Presencial,4,776600,588300
VTA001902,2025-09-20,CLI0028,PROD0031,VEN001,SUC001,Presencial,1,268700,201100
VTA001903,2025-06-03,CLI0009,PROD0012,VEN008,SUC010,Presencial,9,407000,285300
VTA001904,2026-04-08,CLI0080,PROD0040,VEN010,SUC008,Telefónico,3,232200,151300
VTA001905,2025-11-21,CLI0034,PROD0007,VEN020,SUC002,Web,8,559800,463600
VTA001906,2025-11-03,CLI0028,PROD0045,VEN001,SUC010,Web,11,114200,92400
VTA001907,2025-08-28,CLI0024,PROD0031,VEN004,SUC002,Telefónico,4,287800,199300
VTA001908,2025-01-11,CLI0061,PROD0045,VEN003,SUC006,Presencial,10,115700,92300
VTA001909,2025-08-19,CLI0011,PROD0026,VEN019,SUC007,Web,2,560100,390000
VTA001910,2026-01-22,CLI0054,PROD0011,VEN015,SUC010,Web,7,852700,695000
VTA001911,2026-02-03,CLI0048,PROD0012,VEN015,SUC009,Web,4,414200,281700
VTA001912,2025-08-20,CLI0004,PROD0007,VEN015,SUC008,Telefónico,7,623800,465600
VTA001913,2026-07-14,CLI0013,PROD0044,VEN018,SUC008,Presencial,3,757600,596200
VTA001914,2025-07-09,CLI0076,PROD0003,VEN003,SUC002,Presencial,1,90100,60500
VTA001915,2026-01-26,CLI0077,PROD0042,VEN010,SUC005,Web,1,409200,276600
VTA001916,2025-11-16,CLI0032,PROD0028,VEN019,SUC009,Presencial,7,451600,273600
VTA001917,2025-05-08,CLI0046,PROD0045,VEN003,SUC010,Telefónico,11,124000,91000
VTA001918,2026-07-25,CLI0099,PROD0026,VEN017,SUC004,Web,8,523200,379000
VTA001919,2025-03-07,CLI0084,PROD0042,VEN006,SUC005,Telefónico,11,389400,277400
VTA001920,2025-03-03,CLI0090,PROD0038,VEN010,SUC008,Presencial,9,95800,59600
VTA001921,2026-06-11,CLI0048,PROD0016,VEN019,SUC003,Web,9,147400,110300
VTA001922,2025-05-31,CLI0098,PROD0015,VEN003,SUC008,Presencial,11,188200,110700
VTA001923,2026-01-20,CLI0003,PROD0031,VEN002,SUC002,Presencial,10,264100,204000
VTA001924,2026-02-18,CLI0089,PROD0049,VEN001,SUC003,Presencial,5,360800,250700
VTA001925,2025-01-01,CLI0052,PROD0050,VEN020,SUC004,Presencial,1,284900,201500
VTA001926,2025-04-11,CLI0019,PROD0023,VEN006,SUC010,Presencial,11,589400,405100
VTA001927,2025-01-23,CLI0020,PROD0029,VEN009,SUC006,Web,7,644800,425600
VTA001928,2025-01-28,CLI0017,PROD0040,VEN002,SUC001,Web,1,233600,149200
VTA001929,2026-05-24,CLI0012,PROD0006,VEN017,SUC004,Telefónico,6,263800,181500
VTA001930,2026-01-01,CLI0056,PROD0017,VEN001,SUC003,Presencial,1,222800,147700
VTA001931,2026-02-04,CLI0028,PROD0046,VEN007,SUC008,Presencial,5,527600,362600
VTA001932,2025-05-05,CLI0068,PROD0013,VEN005,SUC010,Web,7,504100,402400
VTA001933,2026-04-21,CLI0093,PROD0044,VEN006,SUC003,Presencial,6,800600,590300
VTA001934,2025-05-20,CLI0056,PROD0033,VEN007,SUC001,Web,8,252500,172200
VTA001935,2025-01-27,CLI0050,PROD0045,VEN013,SUC006,Web,8,129100,95000
VTA001936,2026-02-18,CLI0081,PROD0024,VEN014,SUC005,Web,7,739800,573500
VTA001937,2025-05-08,CLI0089,PROD0001,VEN008,SUC001,Web,4,408300,249300
VTA001938,2025-11-06,CLI0001,PROD0041,VEN002,SUC010,Web,8,197900,143000
VTA001939,2026-04-09,CLI0022,PROD0043,VEN010,SUC007,Web,6,487700,350900
VTA001940,2026-02-15,CLI0003,PROD0042,VEN018,SUC001,Web,12,410200,281900
VTA001941,2025-06-08,CLI0086,PROD0027,VEN011,SUC007,Presencial,10,99800,77700
VTA001942,2025-11-12,CLI0040,PROD0005,VEN014,SUC006,Presencial,7,429600,297000
VTA001943,2025-11-04,CLI0004,PROD0006,VEN015,SUC004,Web,10,288800,179600
VTA001944,2025-01-08,CLI0097,PROD0003,VEN017,SUC005,Presencial,7,86600,61000
VTA001945,2026-02-06,CLI0001,PROD0010,VEN007,SUC005,Presencial,5,324900,230100
VTA001946,2025-11-24,CLI0043,PROD0029,VEN018,SUC009,Presencial,10,719300,432700
VTA001947,2025-07-01,CLI0047,PROD0003,VEN010,SUC010,Presencial,9,86100,61200
VTA001948,2025-04-27,CLI0037,PROD0021,VEN009,SUC003,Web,12,776000,676600
VTA001949,2025-05-15,CLI0081,PROD0018,VEN010,SUC004,Telefónico,6,188000,148400
VTA001950,2025-06-07,CLI0041,PROD0023,VEN018,SUC010,Web,3,637200,402200
VTA001951,2026-07-23,CLI0008,PROD0049,VEN017,SUC010,Web,3,342900,243400
VTA001952,2025-11-23,CLI0022,PROD0023,VEN009,SUC009,Web,8,601700,399400
VTA001953,2025-01-03,CLI0009,PROD0044,VEN017,SUC008,Presencial,10,773900,591600
VTA001954,2025-03-25,CLI0018,PROD0011,VEN004,SUC003,Presencial,10,816600,686100
VTA001955,2025-11-02,CLI0082,PROD0023,VEN009,SUC002,Presencial,12,647700,412000
VTA001956,2026-06-16,CLI0054,PROD0004,VEN004,SUC005,Telefónico,12,364700,297300
VTA001957,2025-09-16,CLI0068,PROD0035,VEN019,SUC003,Presencial,2,746100,449300
VTA001958,2025-10-11,CLI0069,PROD0028,VEN003,SUC002,Presencial,9,460800,272400
VTA001959,2026-03-24,CLI0020,PROD0019,VEN017,SUC005,Presencial,6,673100,480900
VTA001960,2026-07-10,CLI0036,PROD0002,VEN019,SUC010,Telefónico,10,436500,245300
VTA001961,2025-06-16,CLI0018,PROD0014,VEN019,SUC007,Web,11,61500,43300
VTA001962,2025-11-02,CLI0078,PROD0047,VEN004,SUC003,Presencial,6,406900,349200
VTA001963,2026-06-24,CLI0034,PROD0042,VEN017,SUC009,Web,5,407200,277500
VTA001964,2025-03-11,CLI0027,PROD0037,VEN018,SUC001,Telefónico,3,227800,166800
VTA001965,2025-04-14,CLI0065,PROD0012,VEN009,SUC009,Telefónico,7,401000,280900
VTA001966,2025-07-15,CLI0077,PROD0047,VEN001,SUC004,Presencial,9,454500,348500
VTA001967,2026-04-14,CLI0005,PROD0013,VEN016,SUC009,Presencial,11,525600,397800
VTA001968,2025-08-17,CLI0087,PROD0041,VEN013,SUC007,Web,8,214200,137000
VTA001969,2025-06-06,CLI0084,PROD0012,VEN013,SUC003,Telefónico,5,404200,289200
VTA001970,2025-12-08,CLI0062,PROD0014,VEN003,SUC009,Web,12,59000,44300
VTA001971,2025-05-04,CLI0025,PROD0025,VEN015,SUC004,Presencial,3,68900,61200
VTA001972,2026-03-14,CLI0033,PROD0012,VEN002,SUC003,Web,11,413200,280700
VTA001973,2026-04-17,CLI0079,PROD0047,VEN001,SUC007,Telefónico,4,430800,358600
VTA001974,2025-05-18,CLI0006,PROD0033,VEN005,SUC003,Telefónico,7,267000,169100
VTA001975,2026-01-14,CLI0077,PROD0041,VEN014,SUC009,Web,3,192800,142500
VTA001976,2026-01-25,CLI0026,PROD0022,VEN009,SUC008,Web,3,471100,310000
VTA001977,2026-02-22,CLI0040,PROD0049,VEN013,SUC004,Web,5,341400,243600
VTA001978,2025-07-31,CLI0060,PROD0016,VEN016,SUC006,Web,7,139400,109800
VTA001979,2025-06-04,CLI0010,PROD0006,VEN007,SUC001,Presencial,12,276400,183900
VTA001980,2025-07-28,CLI0060,PROD0036,VEN004,SUC005,Presencial,5,556600,325000
VTA001981,2025-06-11,CLI0080,PROD0022,VEN003,SUC007,Presencial,11,494900,314300
VTA001982,2026-03-17,CLI0017,PROD0042,VEN011,SUC008,Web,4,377900,275200
VTA001983,2026-06-19,CLI0023,PROD0007,VEN015,SUC010,Web,4,568600,454500
VTA001984,2025-01-24,CLI0060,PROD0020,VEN017,SUC002,Web,4,532300,416300
VTA001985,2025-06-01,CLI0077,PROD0006,VEN009,SUC007,Telefónico,9,269200,186600
VTA001986,2025-10-03,CLI0068,PROD0035,VEN010,SUC004,Presencial,3,728800,458100
VTA001987,2026-06-04,CLI0019,PROD0038,VEN013,SUC001,Web,11,95700,57800
VTA001988,2025-04-09,CLI0036,PROD0025,VEN007,SUC002,Presencial,12,75800,59800
VTA001989,2025-08-06,CLI0045,PROD0049,VEN006,SUC001,Presencial,6,345900,243400
VTA001990,2025-01-29,CLI0052,PROD0014,VEN020,SUC008,Presencial,5,58800,43100
VTA001991,2025-09-25,CLI0005,PROD0047,VEN007,SUC009,Telefónico,12,422800,358600
VTA001992,2025-12-04,CLI0056,PROD0043,VEN012,SUC007,Web,5,460600,360100
VTA001993,2025-07-23,CLI0014,PROD0038,VEN020,SUC002,Telefónico,6,91000,59400
VTA001994,2025-04-10,CLI0043,PROD0034,VEN004,SUC006,Web,4,516700,420800
VTA001995,2026-03-28,CLI0072,PROD0002,VEN009,SUC010,Web,11,466900,235400
VTA001996,2026-04-06,CLI0062,PROD0035,VEN018,SUC003,Presencial,2,749800,442700
VTA001997,2025-05-04,CLI0019,PROD0035,VEN006,SUC001,Presencial,2,722600,455900
VTA001998,2025-06-21,CLI0067,PROD0026,VEN018,SUC009,Telefónico,9,504500,382400
VTA001999,2025-01-07,CLI0021,PROD0022,VEN004,SUC001,Presencial,5,476200,319300
VTA002000,2025-12-17,CLI0025,PROD0006,VEN013,SUC003,Web,1,272200,181100
VTA002001,2026-05-26,CLI0077,PROD0004,VEN001,SUC007,Presencial,2,390200,290400
VTA002002,2026-03-03,CLI0085,PROD0008,VEN013,SUC004,Presencial,10,645700,385200
VTA002003,2025-03-15,CLI0015,PROD0005,VEN017,SUC003,Web,6,442600,301800
VTA002004,2026-03-25,CLI0035,PROD0020,VEN003,SUC006,Presencial,11,532500,404300
VTA002005,2025-05-26,CLI0010,PROD0011,VEN003,SUC004,Web,5,812800,698700
VTA002006,2026-05-05,CLI0032,PROD0025,VEN006,SUC009,Presencial,12,75700,59800
VTA002007,2026-01-08,CLI0079,PROD0031,VEN020,SUC002,Web,3,259200,205100
VTA002008,2025-01-23,CLI0097,PROD0047,VEN002,SUC008,Web,12,463200,356400
VTA002009,2026-04-10,CLI0061,PROD0036,VEN015,SUC001,Presencial,8,482500,324400
VTA002010,2026-06-24,CLI0068,PROD0014,VEN016,SUC002,Presencial,7,56500,42300
VTA002011,2025-12-20,CLI0026,PROD0042,VEN020,SUC005,Web,8,372500,278300
VTA002012,2025-11-18,CLI0006,PROD0001,VEN013,SUC003,Presencial,10,390600,249100
VTA002013,2026-07-02,CLI0072,PROD0015,VEN018,SUC002,Presencial,9,169900,106600
VTA002014,2025-11-07,CLI0044,PROD0014,VEN004,SUC007,Presencial,1,55500,43000
VTA002015,2025-03-17,CLI0085,PROD0022,VEN003,SUC009,Presencial,2,518200,311900
VTA002016,2026-03-16,CLI0039,PROD0040,VEN017,SUC002,Web,2,216500,152400
VTA002017,2026-02-14,CLI0020,PROD0002,VEN013,SUC004,Web,5,435200,235400
VTA002018,2025-02-19,CLI0018,PROD0020,VEN002,SUC002,Presencial,6,537000,413900
VTA002019,2025-04-27,CLI0011,PROD0018,VEN014,SUC002,Presencial,10,210400,151000
VTA002020,2025-03-16,CLI0087,PROD0024,VEN012,SUC008,Web,9,704700,586600
VTA002021,2026-02-13,CLI0008,PROD0023,VEN018,SUC003,Presencial,1,581700,395800
VTA002022,2025-08-30,CLI0053,PROD0022,VEN002,SUC005,Presencial,10,520300,310900
VTA002023,2026-07-21,CLI0048,PROD0020,VEN004,SUC001,Telefónico,9,523500,406000
VTA002024,2025-10-24,CLI0085,PROD0043,VEN014,SUC007,Web,5,479100,355200
VTA002025,2026-01-17,CLI0068,PROD0002,VEN016,SUC006,Web,5,433900,245100
VTA002026,2026-05-15,CLI0006,PROD0008,VEN010,SUC005,Presencial,6,599900,393200
VTA002027,2025-01-01,CLI0095,PROD0049,VEN007,SUC008,Web,8,316500,249200
VTA002028,2026-04-05,CLI0047,PROD0003,VEN006,SUC007,Web,8,87600,62100
VTA002029,2026-07-21,CLI0032,PROD0017,VEN015,SUC010,Presencial,6,221100,147400
VTA002030,2026-01-15,CLI0049,PROD0047,VEN009,SUC001,Presencial,10,454000,363100
VTA002031,2025-08-31,CLI0038,PROD0026,VEN020,SUC009,Presencial,11,499800,388600
VTA002032,2025-06-19,CLI0035,PROD0031,VEN006,SUC010,Presencial,11,255200,204800
VTA002033,2026-04-19,CLI0094,PROD0036,VEN019,SUC007,Presencial,7,505200,323500
VTA002034,2026-04-02,CLI0075,PROD0038,VEN009,SUC005,Web,10,91900,59000
VTA002035,2025-02-24,CLI0081,PROD0019,VEN017,SUC006,Telefónico,11,658500,469000
VTA002036,2026-07-19,CLI0066,PROD0028,VEN004,SUC010,Presencial,5,424700,271500
VTA002037,2025-10-12,CLI0006,PROD0035,VEN006,SUC007,Presencial,12,764300,457400
VTA002038,2025-02-17,CLI0011,PROD0031,VEN003,SUC002,Presencial,3,279200,205400
VTA002039,2025-11-27,CLI0080,PROD0031,VEN010,SUC007,Web,2,270600,199300
VTA002040,2025-10-31,CLI0089,PROD0028,VEN012,SUC001,Telefónico,7,469900,276600
VTA002041,2026-07-15,CLI0085,PROD0010,VEN011,SUC010,Presencial,5,322400,228900
VTA002042,2025-05-22,CLI0077,PROD0016,VEN015,SUC007,Presencial,1,146800,113600
VTA002043,2025-12-30,CLI0086,PROD0041,VEN015,SUC007,Web,4,218900,142500
VTA002044,2026-05-17,CLI0095,PROD0011,VEN009,SUC003,Web,10,851300,691800
VTA002045,2026-03-04,CLI0044,PROD0020,VEN018,SUC007,Web,6,532300,410100
VTA002046,2025-12-22,CLI0072,PROD0031,VEN012,SUC010,Telefónico,8,271200,198500
VTA002047,2025-09-22,CLI0022,PROD0033,VEN005,SUC003,Presencial,7,250800,175100
VTA002048,2025-09-22,CLI0021,PROD0024,VEN007,SUC010,Telefónico,11,678300,595400
VTA002049,2026-04-08,CLI0091,PROD0016,VEN007,SUC007,Presencial,7,147900,109600
VTA002050,2026-05-29,CLI0057,PROD0010,VEN011,SUC003,Presencial,4,308900,227900
VTA002051,2025-01-28,CLI0093,PROD0010,VEN005,SUC003,Presencial,8,309900,225400
VTA002052,2025-06-15,CLI0081,PROD0044,VEN005,SUC009,Presencial,1,744900,587500
VTA002053,2025-06-04,CLI0090,PROD0037,VEN012,SUC009,Web,8,238300,167500
VTA002054,2026-05-22,CLI0036,PROD0001,VEN016,SUC002,Presencial,11,404600,248800
VTA002055,2025-09-21,CLI0099,PROD0012,VEN006,SUC001,Presencial,3,431200,278400
VTA002056,2025-03-27,CLI0072,PROD0001,VEN014,SUC007,Telefónico,9,423200,252900
VTA002057,2026-02-16,CLI0061,PROD0039,VEN016,SUC002,Telefónico,11,340100,218400
VTA002058,2026-04-14,CLI0025,PROD0013,VEN010,SUC007,Web,11,538600,389800
VTA002059,2025-10-10,CLI0035,PROD0036,VEN002,SUC010,Web,10,484900,319100
VTA002060,2025-12-19,CLI0020,PROD0025,VEN003,SUC008,Presencial,12,76900,59200
VTA002061,2026-05-10,CLI0047,PROD0003,VEN018,SUC005,Presencial,11,89300,61800
VTA002062,2026-03-26,CLI0028,PROD0029,VEN019,SUC006,Presencial,2,632200,428200
VTA002063,2025-09-25,CLI0056,PROD0024,VEN001,SUC007,Presencial,12,700900,576900
VTA002064,2025-12-05,CLI0039,PROD0013,VEN006,SUC009,Telefónico,7,529600,392200
VTA002065,2025-07-28,CLI0002,PROD0019,VEN019,SUC003,Web,8,741600,471500
VTA002066,2026-04-13,CLI0072,PROD0027,VEN010,SUC008,Presencial,6,106300,75100
VTA002067,2025-09-11,CLI0045,PROD0002,VEN009,SUC004,Presencial,5,456900,246400
VTA002068,2025-08-14,CLI0099,PROD0036,VEN019,SUC002,Presencial,6,488000,316300
VTA002069,2025-11-20,CLI0007,PROD0048,VEN010,SUC007,Presencial,9,20700,13000
VTA002070,2025-10-28,CLI0022,PROD0038,VEN004,SUC006,Web,5,100400,59100
VTA002071,2026-07-01,CLI0027,PROD0035,VEN006,SUC002,Telefónico,11,692800,451600
VTA002072,2025-01-07,CLI0057,PROD0038,VEN020,SUC006,Presencial,9,97700,58800
VTA002073,2025-01-28,CLI0055,PROD0046,VEN002,SUC003,Web,1,576000,353700
VTA002074,2025-05-25,CLI0071,PROD0015,VEN006,SUC003,Presencial,7,176500,109200
VTA002075,2025-05-15,CLI0082,PROD0039,VEN020,SUC010,Web,1,309700,210800
VTA002076,2025-09-03,CLI0032,PROD0047,VEN004,SUC005,Telefónico,11,426900,362200
VTA002077,2025-11-06,CLI0025,PROD0001,VEN007,SUC004,Presencial,2,392800,247400
VTA002078,2025-11-19,CLI0023,PROD0016,VEN016,SUC005,Presencial,4,132200,109300
VTA002079,2025-08-03,CLI0020,PROD0012,VEN014,SUC010,Presencial,10,407800,285800
VTA002080,2025-08-17,CLI0051,PROD0029,VEN014,SUC009,Web,10,656700,427700
VTA002081,2026-03-04,CLI0020,PROD0001,VEN008,SUC003,Telefónico,8,431400,243400
VTA002082,2026-04-24,CLI0002,PROD0027,VEN008,SUC002,Presencial,10,111900,78200
VTA002083,2026-05-01,CLI0038,PROD0040,VEN002,SUC002,Presencial,12,217700,150800
VTA002084,2025-09-26,CLI0023,PROD0032,VEN020,SUC006,Presencial,1,330800,180000
VTA002085,2025-04-15,CLI0040,PROD0017,VEN013,SUC006,Telefónico,5,194900,146100
VTA002086,2025-05-16,CLI0078,PROD0045,VEN007,SUC008,Web,5,125300,91800
VTA002087,2025-08-06,CLI0092,PROD0027,VEN007,SUC001,Web,3,111600,76000
VTA002088,2025-08-02,CLI0034,PROD0001,VEN016,SUC001,Presencial,3,385200,252700
VTA002089,2025-02-17,CLI0014,PROD0022,VEN016,SUC010,Presencial,11,521800,319400
VTA002090,2025-08-16,CLI0095,PROD0028,VEN011,SUC003,Presencial,5,455900,272300
VTA002091,2026-04-03,CLI0032,PROD0037,VEN003,SUC008,Presencial,6,230800,161700
VTA002092,2025-05-10,CLI0084,PROD0047,VEN009,SUC005,Web,10,427900,358100
VTA002093,2025-07-13,CLI0023,PROD0019,VEN015,SUC010,Web,10,649600,471700
VTA002094,2026-02-26,CLI0031,PROD0018,VEN003,SUC009,Telefónico,9,201300,152600
VTA002095,2026-04-02,CLI0039,PROD0025,VEN020,SUC001,Presencial,7,68100,59600
VTA002096,2025-07-04,CLI0017,PROD0016,VEN019,SUC003,Presencial,5,133800,109900
VTA002097,2025-07-29,CLI0077,PROD0018,VEN018,SUC005,Presencial,2,195900,151500
VTA002098,2026-03-19,CLI0082,PROD0007,VEN012,SUC003,Presencial,3,575100,453800
VTA002099,2025-09-10,CLI0100,PROD0039,VEN002,SUC001,Presencial,3,302500,214000
VTA002100,2026-01-01,CLI0011,PROD0007,VEN006,SUC002,Web,1,549000,455400
VTA002101,2025-02-13,CLI0079,PROD0028,VEN019,SUC004,Web,10,459700,274100
VTA002102,2026-01-06,CLI0012,PROD0022,VEN008,SUC004,Web,1,496200,317000
VTA002103,2025-01-21,CLI0091,PROD0039,VEN005,SUC001,Presencial,2,353700,212300
VTA002104,2025-12-18,CLI0027,PROD0049,VEN018,SUC008,Presencial,2,318100,242500
VTA002105,2025-08-19,CLI0079,PROD0017,VEN011,SUC003,Telefónico,8,214300,146500
VTA002106,2025-07-04,CLI0027,PROD0044,VEN011,SUC007,Web,7,813200,591400
VTA002107,2026-01-05,CLI0039,PROD0017,VEN007,SUC003,Web,11,211400,145500
VTA002108,2026-05-07,CLI0084,PROD0017,VEN015,SUC006,Presencial,2,200100,149900
VTA002109,2025-07-27,CLI0041,PROD0033,VEN018,SUC008,Presencial,7,258200,175300
VTA002110,2025-07-16,CLI0023,PROD0012,VEN017,SUC005,Web,10,446900,289300
VTA002111,2025-01-23,CLI0041,PROD0050,VEN011,SUC003,Web,5,273700,206000
VTA002112,2026-07-15,CLI0016,PROD0027,VEN010,SUC004,Presencial,6,114200,77600
VTA002113,2025-12-03,CLI0030,PROD0047,VEN011,SUC008,Web,1,456100,350900
VTA002114,2025-07-23,CLI0038,PROD0020,VEN016,SUC005,Web,11,511100,399900
VTA002115,2025-12-16,CLI0031,PROD0029,VEN013,SUC004,Presencial,10,669600,421400
VTA002116,2026-04-28,CLI0075,PROD0047,VEN015,SUC001,Web,8,399300,364100
VTA002117,2025-09-03,CLI0051,PROD0042,VEN005,SUC009,Presencial,2,405900,283800
VTA002118,2025-12-15,CLI0074,PROD0045,VEN016,SUC004,Web,1,113900,92200
VTA002119,2025-07-12,CLI0026,PROD0017,VEN008,SUC008,Telefónico,4,207100,149600
VTA002120,2025-11-29,CLI0025,PROD0030,VEN010,SUC003,Web,9,626400,458000
VTA002121,2025-08-07,CLI0047,PROD0030,VEN007,SUC007,Web,7,651500,443900
VTA002122,2026-02-24,CLI0002,PROD0005,VEN017,SUC007,Presencial,7,469000,302900
VTA002123,2025-12-22,CLI0008,PROD0011,VEN015,SUC008,Telefónico,5,870600,669400
VTA002124,2026-05-05,CLI0003,PROD0017,VEN016,SUC006,Telefónico,7,205900,151600
VTA002125,2025-11-16,CLI0088,PROD0023,VEN006,SUC001,Web,6,643400,411700
VTA002126,2026-04-14,CLI0078,PROD0010,VEN018,SUC003,Web,7,331800,228500
VTA002127,2025-11-08,CLI0092,PROD0007,VEN003,SUC001,Presencial,1,574000,450000
VTA002128,2025-03-11,CLI0062,PROD0041,VEN016,SUC007,Telefónico,12,215000,139100
VTA002129,2025-10-10,CLI0014,PROD0008,VEN011,SUC005,Web,11,631300,378800
VTA002130,2026-01-23,CLI0091,PROD0025,VEN002,SUC004,Web,12,75200,59800
VTA002131,2025-12-05,CLI0027,PROD0015,VEN008,SUC010,Web,9,178200,111200
VTA002132,2025-12-09,CLI0051,PROD0005,VEN003,SUC003,Web,9,454300,303900
VTA002133,2025-12-04,CLI0084,PROD0049,VEN004,SUC008,Web,6,332200,253300
VTA002134,2026-07-15,CLI0084,PROD0012,VEN010,SUC009,Presencial,12,404000,286500
VTA002135,2025-08-22,CLI0006,PROD0046,VEN015,SUC003,Web,11,556300,352700
VTA002136,2025-09-14,CLI0032,PROD0035,VEN018,SUC005,Presencial,6,689600,445800
VTA002137,2025-01-31,CLI0008,PROD0021,VEN011,SUC007,Web,8,799200,671900
VTA002138,2025-06-15,CLI0091,PROD0012,VEN009,SUC003,Presencial,12,423800,283200
VTA002139,2026-02-02,CLI0014,PROD0007,VEN007,SUC008,Web,6,582600,445800
VTA002140,2025-03-30,CLI0018,PROD0035,VEN006,SUC008,Web,9,690800,439200
VTA002141,2025-01-23,CLI0061,PROD0034,VEN014,SUC009,Web,9,534200,419500
VTA002142,2025-03-18,CLI0057,PROD0025,VEN013,SUC005,Web,11,70600,58900
VTA002143,2025-03-12,CLI0023,PROD0018,VEN003,SUC008,Telefónico,10,198100,146900
VTA002144,2026-01-07,CLI0079,PROD0029,VEN002,SUC005,Web,3,701900,421600
VTA002145,2026-02-03,CLI0087,PROD0018,VEN018,SUC008,Web,11,194200,152000
VTA002146,2025-11-17,CLI0048,PROD0047,VEN013,SUC009,Web,2,400800,350400
VTA002147,2026-04-01,CLI0086,PROD0026,VEN009,SUC001,Web,10,517700,385200
VTA002148,2026-03-24,CLI0076,PROD0007,VEN016,SUC008,Web,6,605300,467000
VTA002149,2026-04-18,CLI0022,PROD0023,VEN004,SUC008,Presencial,9,646800,412400
VTA002150,2025-05-29,CLI0028,PROD0038,VEN013,SUC006,Presencial,2,94500,59400
VTA002151,2026-05-25,CLI0032,PROD0021,VEN010,SUC004,Presencial,7,816200,648900
VTA002152,2026-01-26,CLI0012,PROD0046,VEN016,SUC005,Presencial,8,558700,359200
VTA002153,2025-06-26,CLI0035,PROD0017,VEN003,SUC007,Web,3,206900,148300
VTA002154,2026-03-28,CLI0008,PROD0038,VEN012,SUC007,Web,2,98500,59000
VTA002155,2025-12-24,CLI0006,PROD0029,VEN008,SUC009,Presencial,6,721800,420200
VTA002156,2026-07-09,CLI0005,PROD0004,VEN003,SUC001,Web,11,401000,293800
VTA002157,2026-01-31,CLI0075,PROD0031,VEN013,SUC004,Web,6,271800,204100
VTA002158,2025-03-01,CLI0014,PROD0026,VEN001,SUC003,Presencial,9,564600,386000
VTA002159,2025-07-18,CLI0093,PROD0033,VEN020,SUC010,Presencial,5,261700,173700
VTA002160,2026-06-20,CLI0065,PROD0042,VEN003,SUC002,Telefónico,9,382800,283100
VTA002161,2025-04-14,CLI0098,PROD0027,VEN011,SUC010,Presencial,8,114800,78000
VTA002162,2025-01-27,CLI0092,PROD0013,VEN011,SUC003,Web,7,482000,392000
VTA002163,2026-05-04,CLI0072,PROD0045,VEN017,SUC009,Telefónico,8,128400,90700
VTA002164,2026-04-24,CLI0055,PROD0022,VEN018,SUC001,Presencial,11,465600,310800
VTA002165,2026-05-03,CLI0014,PROD0017,VEN002,SUC006,Web,11,217000,151400
VTA002166,2026-06-05,CLI0080,PROD0047,VEN002,SUC002,Web,11,427500,351700
VTA002167,2025-05-14,CLI0074,PROD0029,VEN019,SUC008,Presencial,7,705700,425500
VTA002168,2025-06-24,CLI0098,PROD0005,VEN012,SUC007,Presencial,9,425300,311400
VTA002169,2025-05-18,CLI0099,PROD0036,VEN003,SUC003,Presencial,8,515100,316000
VTA002170,2026-02-06,CLI0001,PROD0032,VEN004,SUC009,Presencial,8,306200,185000
VTA002171,2025-05-19,CLI0059,PROD0012,VEN003,SUC010,Web,6,432600,287400
VTA002172,2026-02-03,CLI0063,PROD0017,VEN005,SUC006,Presencial,11,222000,145300
VTA002173,2025-05-25,CLI0063,PROD0046,VEN019,SUC009,Telefónico,4,570900,349700
VTA002174,2026-02-28,CLI0070,PROD0038,VEN018,SUC005,Presencial,10,94400,57600
VTA002175,2025-04-18,CLI0069,PROD0025,VEN018,SUC008,Telefónico,4,78000,59100
VTA002176,2025-06-20,CLI0041,PROD0043,VEN012,SUC009,Web,4,487800,359200
VTA002177,2025-05-17,CLI0084,PROD0024,VEN013,SUC001,Presencial,4,730000,599300
VTA002178,2025-09-25,CLI0048,PROD0028,VEN018,SUC010,Presencial,9,441600,270000
VTA002179,2025-05-22,CLI0028,PROD0026,VEN006,SUC002,Telefónico,8,530300,376100
VTA002180,2025-06-02,CLI0012,PROD0034,VEN003,SUC005,Presencial,7,601400,422100
VTA002181,2026-01-22,CLI0070,PROD0049,VEN015,SUC010,Telefónico,5,327700,245700
VTA002182,2025-01-05,CLI0029,PROD0039,VEN009,SUC002,Presencial,7,347300,214500
VTA002183,2025-08-08,CLI0085,PROD0033,VEN001,SUC008,Presencial,9,254300,170700
VTA002184,2026-02-13,CLI0042,PROD0033,VEN017,SUC003,Presencial,4,254500,175000
